#name name2
NM_001144669.2 svr
NM_001297815.1 svr
NM_176679.3 svr
NM_001258518.3 elav
NM_001014713.4 elav
NM_080294.5 elav
NM_001144670.2 elav
NM_166847.4 CG4293
NM_130491.5 CG4293
NM_001272170.1 CG4293
NM_001038728.3 CG4293
NM_001038727.1 CG4293
NM_001258520.2 Appl
NM_057278.5 Appl
NM_001258523.2 Appl
NM_001258521.2 Appl
NM_001258522.2 Appl
NM_001258519.1 Appl
NR_047723.1 mir-4960
NM_001042788.4 vnd
NM_001297820.1 CG13366
NM_057438.4 vnd
NM_001297816.1 CG13366
NM_001297819.1 CG13366
NM_001042789.2 CG13366
NM_001297818.1 CG13366
NM_130492.3 CG13366
NM_001297817.1 CG13366
NR_123762.1 CR45474
NM_130493.2 CG13365
NM_001272171.1 Vsp37A
NM_001272172.1 Vsp37A
NM_166848.2 Vsp37A
NM_166850.2 Vsp37A
NM_080295.3 Vsp37A
NM_166849.2 Vsp37A
NM_130494.4 CG13369
NM_144243.2 CG13364
NR_123763.2 CR45475
NM_166851.3 CG17829
NM_166852.3 CG17829
NM_143797.3 CG17829
NM_001297821.1 RpL36
NM_166854.2 RpL36
NM_166853.2 RpL36
NM_166855.2 RpL36
NM_057281.4 RpL36
NM_057245.3 l(1)1Bi
NM_001297822.1 Dredd
NM_057902.4 Dredd
NM_057901.4 Dredd
NM_057903.4 Dredd
NR_144665.1 mir-9372
NM_001297823.1 su(sable)
NM_057406.4 su(sable)
NM_001297824.1 su(sable)
NM_130495.2 CG13367
NM_130496.4 Roc1a
NM_001297825.1 Roc1a
NM_001144671.3 Roc1a
NM_001258524.1 Hmt4-20
NM_058042.5 SkpA
NM_166858.3 SkpA
NM_166861.3 SkpA
NM_166856.3 SkpA
NM_166857.3 SkpA
NM_001038729.3 SkpA
NM_166859.3 SkpA
NM_166860.3 SkpA
NM_001297826.1 SkpA
NM_001169160.2 sdk
NM_057941.5 sdk
NM_001297829.1 sdk
NM_001297828.1 sdk
NM_134314.4 sdk
NM_001297827.1 sdk
NM_134315.4 sdk
NM_057942.5 sdk
NM_001169159.2 sdk
NM_130498.3 CG13362
NM_001297830.1 CG5254
NM_130499.2 CG13361
NM_130500.4 CG5254
NM_166863.4 CG5273
NM_130501.6 CG5273
NM_166862.4 CG5273
NR_123764.1 CR44965
NM_057786.5 RpL22
NR_033152.1 CR42491
NR_003724.1 snoRNA:Psi18S-531
NR_002459.2 snoRNA:Psi28S-2179
NR_123765.1 CR44966
NM_001297831.1 fz3
NM_080296.3 fz3
NM_001103389.2 fz3
NM_130503.3 CG13360
NR_123766.1 CR44469
NM_130504.3 CG16989
NM_001297832.1 CG16989
NM_080297.3 Rbf
NM_130505.3 CG13359
NM_130506.3 CG13358
NM_130507.3 Sec22
NM_001272174.1 Sec22
NM_001103391.1 CG43867
NM_058041.4 CG43867
NM_001272176.1 CG43867
NM_001103390.2 CG43867
NM_001272177.1 CG43867
NM_001272179.1 CG43867
NM_001297833.1 CG43867
NM_001272175.1 CG43867
NM_001272178.2 CG43867
NM_130508.2 CG14635
NM_144244.3 CG3713
NM_001272181.1 CG3713
NM_001042790.2 CG14634
NM_130509.2 CG11664
NM_130512.3 CG11663
NM_001272184.1 CG11663
NM_130513.4 CG3711
NM_001272185.2 CG3711
NM_130514.5 MED22
NM_130515.3 CG3708
NM_144377.3 CG3706
NM_001297834.1 CG32815
NM_166865.3 CG32815
NM_166867.2 TRAM
NM_001272186.1 TRAM
NM_166866.2 TRAM
NM_001258527.1 TRAM
NM_166868.1 TRAM
NM_130516.4 CG3704
NM_130517.3 mus81
NM_130518.3 CG3703
NM_130519.3 CG3699
NM_001297835.1 CG3690
NM_130520.4 CG3690
NR_123767.1 CR45476
NM_145103.2 CG18823
NM_130521.1 TfIIA-S-2
NM_130522.3 CG14631
NM_001201591.3 su(w[a])
NM_130523.3 CG11638
NM_166869.4 CG32814
NM_144382.4 CG3021
NM_130524.5 CDC45L
NM_176680.4 CG33082
NM_001316642.1 CG33082
NM_143728.4 CG14630
NM_057408.6 su(w[a])
NM_001258528.2 su(w[a])
NM_001258529.2 su(w[a])
NM_001272187.2 su(w[a])
NM_206601.3 su(w[a])
NM_206600.3 su(w[a])
NM_001042791.3 CG42259
NM_001258530.1 CG42259
NM_130525.4 CG14629
NM_001103392.2 CG3655
NM_001272189.2 CG3655
NM_130526.3 CG3655
NM_001272190.2 CG3655
NM_130527.3 CG14628
NM_166870.2 eIF4E-7
NM_001272191.1 CG11378
NM_130530.4 CG11378
NM_001297836.1 CG11378
NM_130531.4 CG11384
NM_130532.2 CG11379
NM_001297837.1 CG11379
NM_130533.4 CG14627
NM_001272192.1 CG14627
NM_130534.3 CG14626
NM_001297838.1 CG11380
NM_130535.3 CG11380
NM_130536.2 CG14625
NM_130538.3 CG11381
NM_166871.2 CG14624
NM_001297839.1 CG11382
NM_130539.3 CG11382
NM_001272193.2 CG11398
NM_130540.4 CG11398
NM_166874.3 CG3638
NM_166873.3 CG3638
NM_001272195.1 CG3638
NM_001316632.1 CG3638
NM_130541.4 CG3638
NM_001316631.1 CG3638
NM_166872.3 CG3638
NM_001258531.2 CG3638
NM_130542.4 CG11403
NM_001272196.2 Atf3
NM_138988.4 Atf3
NM_001297840.1 Atf3
NM_130543.4 CG32812
NM_001297841.1 CG32812
NM_130544.4 DAAM
NM_001272197.1 DAAM
NM_166875.3 DAAM
NM_001201593.2 DAAM
NM_166877.3 CG32811
NR_133504.1 CR46248
NM_130545.3 fs(1)N
NM_130546.3 CG11409
NM_001297843.1 CG11409
NM_166878.3 CG11412
NM_001272199.2 CG11412
NM_206602.2 MTPAP
NM_130548.3 MTPAP
NM_001272200.1 MTPAP
NM_080298.4 Tsp2A
NM_001201594.2 Tsp2A
NM_001297844.1 CG12773
NM_130549.3 CG12773
NM_001272202.1 CG12773
NM_130550.3 CG11417
NM_058144.3 png
NM_130551.3 CG14770
NM_130552.3 ssx
NM_206603.3 ssx
NM_001297845.1 ssx
NM_001297846.1 ssx
NR_047725.1 mir-4961
NM_057965.4 AMPKalpha
NM_206604.2 AMPKalpha
NM_166880.2 AMPKalpha
NM_143733.2 CG3719
NM_166881.4 CG32813
NM_166885.3 CG32813
NM_001297849.1 CG32813
NM_001297847.1 CG32813
NM_130553.4 CG32813
NM_001297848.1 CG32813
NM_166882.3 CG32813
NM_166884.4 CG32813
NM_166883.4 CG32813
NM_001272204.1 CG11448
NM_130554.3 CG11448
NM_001272203.1 CG11448
NM_080299.4 Gr2a
NM_001169162.2 Gr2a
NM_130556.2 CG14785
NM_130557.3 Lrpprc2
NM_130558.3 CG14787
NM_001297850.1 Ns3
NM_130559.3 Ns3
NM_130560.4 O-fut2
NM_001297853.1 CG14777
NM_001297852.1 CG14777
NM_130561.3 CG14777
NM_130562.2 CG14778
NM_001169163.1 CG14777
NM_001297851.1 CG14777
NM_166886.2 CG32808
NM_166887.3 pck
NM_001038731.1 pck
NM_130563.4 pck
NM_130564.3 CG14780
NM_130565.4 Rab27
NM_166888.3 Rab27
NM_130566.3 mei-38
NM_001297854.1 mei-38
NM_001347750.1 mei-38
NM_130567.3 rush
NM_001297855.1 rush
NM_166890.3 sta
NM_057402.5 sta
NM_001297856.1 sta
NM_166889.2 sta
NR_002093.1 snoRNA:M
NR_003725.1 snoRNA:Me28S-G980
NM_001297857.1 inc
NM_001297859.1 Nmdar2
NM_001169165.1 Nmdar2
NM_001014716.2 Nmdar2
NM_001169164.1 Nmdar2
NM_001014714.2 Nmdar2
NM_001014715.2 Nmdar2
NM_001169166.1 Nmdar2
NM_130569.5 CG14795
NM_001297858.1 inc
NM_130570.3 inc
NR_002460.1 snmRNA:400
NM_001201598.1 br
NM_001258533.1 br
NM_001144672.3 br
NM_166897.2 br
NM_001169167.2 br
NM_166898.2 br
NM_080020.4 br
NM_001272205.1 br
NM_166896.3 br
NM_166893.2 br
NM_166894.4 br
NM_001201596.3 br
NM_166895.2 br
NM_001201597.1 br
NM_057938.5 dor
NM_130576.4 CG3740
NM_130577.4 hfw
NM_001272206.1 hfw
NM_001272208.2 CG32809
NM_001258538.2 CG32809
NM_001258535.2 CG32809
NM_001272209.2 CG32809
NM_001258537.2 CG32809
NM_001272210.2 CG32809
NM_001272211.2 CG32809
NM_001272207.1 CG32809
NM_130578.3 CG32809
NM_001258536.2 CG32809
NM_166899.2 CG32809
NM_001258539.1 CG14797
NM_130580.3 CG14797
NM_058017.5 b6
NM_130582.3 CG14798
NM_001272212.1 a6
NM_057961.5 a6
NM_001272213.1 a6
NM_001297861.1 CG3795
NM_130583.3 CG3795
NM_001169168.2 Scgdelta
NM_001169169.2 Scgdelta
NM_001169170.2 Scgdelta
NM_080300.3 Scgdelta
NM_001258541.2 Adar
NM_001297863.1 Adar
NM_001258543.2 Adar
NM_001258544.2 Adar
NM_001258542.2 Adar
NM_001258546.2 Adar
NM_001258545.2 Adar
NM_130584.4 Adar
NM_001038732.3 Adar
NM_001258547.2 Adar
NM_166903.3 Adar
NM_001297862.1 Adar
NM_001258548.2 Adar
NM_001258540.1 Adar
NR_047728.1 mir-981
NM_166904.2 CG32806
NM_130585.2 CG14810
NM_001258553.1 CG14810
NM_130586.2 CG14811
NM_166908.2 prage
NM_166907.2 prage
NM_001201600.2 prage
NM_001272214.1 prage
NM_166906.2 prage
NM_001272215.2 CG14812
NM_130590.5 CG14812
NM_143755.4 deltaCOP
NM_001169171.2 deltaCOP
NM_001297864.1 CG14814
NM_130591.3 CG14814
NM_166909.3 CG14814
NM_130592.4 MED18
NM_001144673.2 MED18
NM_130593.4 Pex5
NM_166910.2 Pex5
NM_001297865.1 CG14803
NM_130594.2 CG14803
NM_130595.3 Pgam5
NM_001297866.1 Pgam5
NM_130596.3 Vps26
NM_001297867.1 CG14817
NM_130597.3 CG14817
NM_130598.3 CG14805
NM_130599.3 CG14818
NM_001272217.1 CG14818
NM_130600.2 CG14806
NM_001272218.1 CG14806
NM_166911.4 trr
NM_080301.3 trr
NM_080302.3 mRpL16
NM_001272219.1 mRpL16
NM_001272220.1 arm
NM_206605.2 arm
NM_134273.2 arm
NM_166912.2 arm
NM_057318.4 arm
NM_057317.4 arm
NM_001272221.2 CG32803
NM_130601.5 CG32803
NM_001272222.2 CG32803
NR_133505.1 CR45929
NR_123771.1 CR43864
NR_073628.1 CR43864
NM_166913.3 CG32801
NM_001258554.2 Edem1
NM_001272223.2 Edem1
NM_166915.2 Edem1
NM_166914.2 Edem1
NM_130603.3 Edem1
NM_130602.4 mip130
NM_130604.4 Rbcn-3B
NM_001297868.1 Rbcn-3B
NM_206606.3 eIF2B-epsilon
NM_130605.5 eIF2B-epsilon
NM_001272224.1 Ocrl
NM_130606.3 Ocrl
NM_001272226.1 CG11596
NM_166916.2 CG11596
NM_130607.3 CG11596
NM_166917.2 CG11596
NM_001272225.1 CG11596
NM_206607.2 CG3857
NM_130609.4 CG3587
NM_001272228.1 Hr4
NM_001272229.1 Hr4
NM_130612.4 CG4406
NR_123772.1 CR45478
NR_047730.1 mir-2496
NM_001258555.1 east
NM_080125.5 east
NM_001201601.2 east
NM_001258556.2 east
NM_001297869.1 east
NM_001201602.2 east
NM_058137.6 Actn
NM_001272235.1 Actn
NM_001201604.2 Actn
NM_001201603.2 Actn
NM_001272236.1 Actn
NM_001272238.1 Actn
NM_001272237.1 Actn
NM_166920.2 Actn
NM_058136.4 Actn
NR_047733.1 mir-4954
NM_057433.4 usp
NM_001272239.2 usp
NM_001297870.1 CG4313
NM_001297871.1 CG4313
NM_001272240.1 CG4325
NM_130613.3 CG4325
NM_001272242.2 moody
NM_130614.4 moody
NM_001201606.2 moody
NM_001272241.2 moody
NM_001201605.2 moody
NM_001201607.2 moody
NM_130615.3 CG4313
NM_130616.3 Sik2
NR_123773.1 CR44896
NM_130617.4 CG4281
NM_130618.3 CG14054
NR_123774.1 CR44381
NM_166925.3 CG4199
NM_166922.3 CG4199
NM_130620.4 CG4199
NM_166923.4 CG4199
NM_001201608.1 CG4199
NM_166924.3 CG4199
NM_166921.4 CG4199
NM_130619.5 CG4194
NR_123775.1 CR44382
NM_001297872.1 Rtca
NM_130621.3 Rtca
NM_130622.3 CG4045
NM_130623.3 CG4025
NM_130624.3 CG16903
NM_166927.2 Unc-76
NM_130625.3 Unc-76
NM_001272243.1 Unc-76
NM_001272244.1 Unc-76
NR_003726.1 snoRNA:Me18S-C1024
NM_057783.3 csw
NM_166928.2 csw
NM_080055.3 ph-d
NM_001103395.2 ph-d
NM_057523.5 ph-p
NM_001297873.1 ph-p
NM_001169173.1 ph-p
NM_001297874.1 ph-p
NM_166929.2 D2hgdh
NM_166930.2 D2hgdh
NM_130626.3 D2hgdh
NM_057512.3 Pgd
NM_001272246.1 Pgd
NM_057711.3 bcn92
NM_001297875.1 wapl
NM_166931.2 wapl
NM_080303.3 wapl
NM_057559.4 Cyp4d1
NM_166932.2 Cyp4d1
NM_001272249.1 CG3630
NM_001272248.2 CG3630
NM_001272247.2 CG3630
NM_130627.4 CG3630
NR_047736.1 mir-3641
NM_130628.4 ND-B14.5A
NM_001297876.1 ND-B14.5A
NM_001272250.2 Cyp4d14
NM_143763.4 Cyp4d14
NR_123776.1 CR45479
NR_123777.1 CR44690
NM_001297877.1 Cyp4d2
NM_080304.3 Cyp4d2
NM_080305.4 Cyp4ae1
NM_057336.5 pn
NM_057984.5 Nmd3
NM_001297878.1 CG17776
NM_144252.4 CG17776
NM_144253.3 CG17777
NM_001297879.1 CG17777
NM_130629.3 CG3457
NM_001297880.1 CG3457
NM_001297881.1 Mct1
NM_001272251.2 CG14053
NM_130630.2 CG14053
NM_057986.4 Mct1
NR_047739.2 CR43637
NM_143764.3 CG18031
NM_001297883.1 SmydA-8
NM_001014717.2 SmydA-8
NM_001297882.1 SmydA-8
NM_001014718.2 SmydA-8
NM_001297885.1 Vinc
NM_057472.3 Vinc
NM_001297884.1 Vinc
NM_001272252.1 CG14052
NM_057243.4 kz
NM_001297886.1 kz
NM_058143.4 fs(1)K10
NM_080307.2 Or2a
NM_057770.5 crn
NM_001258557.2 CG3191
NM_166934.2 CG3191
NM_130634.4 CG3091
NM_001297887.1 CG3091
NM_001297888.1 CG3078
NM_130635.3 CG3078
NM_001297889.1 temp
NM_130636.3 temp
NM_130637.4 CG3071
NM_001297890.1 CG2924
NM_001297891.1 CG2924
NM_130638.4 CG2924
NM_166935.3 CG2924
NR_123778.1 CR45480
NM_001169174.2 CG2918
NM_130639.4 CG2918
NM_001316644.1 Vml
NM_001103396.2 Vml
NM_001272255.1 CG2865
NM_130641.3 CG2865
NM_001103397.3 Raf
NR_047740.1 CR34052
NR_047741.1 CR34052
NM_130642.2 CG14050
NM_001258558.1 CG14050
NM_130643.2 CG2854
NR_047743.1 CR33218
NR_047742.1 CR33218
NM_001272256.1 Ilp6
NM_001201609.1 Ilp6
NM_001201610.2 Ilp6
NM_130644.4 Ilp6
NM_080308.4 Raf
NM_080309.4 mRpL14
NM_001272257.2 mRpL14
NM_166937.2 CG2841
NM_166938.2 CG2841
NM_080022.4 CG2841
NM_001258560.1 CG2841
NM_130645.6 PsGEF
NM_206610.5 PsGEF
NM_001272258.1 PsGEF
NM_001272259.1 PsGEF
NM_001272260.1 PsGEF
NM_130646.3 PsGEF
NM_001169176.2 PsGEF
NM_001169175.2 PsGEF
NM_130647.3 CG12496
NM_166939.2 CG32797
NM_080310.3 gt
NM_001258561.1 tko
NM_080311.3 tko
NM_166941.3 boi
NM_001201612.2 boi
NM_001201611.2 boi
NM_001103398.4 boi
NM_166940.3 boi
NM_080312.2 z
NM_001272261.2 z
NM_001038738.2 z
NR_047744.1 mir-4955
NM_001297898.1 Pdfr
NM_130651.3 Pdfr
NM_001297897.1 Pdfr
NM_001258572.1 Pdfr
NM_130652.4 Vha36-3
NM_001297899.1 Vha36-3
NM_001201613.2 CG13759
NM_001201615.1 CG13759
NM_001201614.1 CG13759
NM_130653.3 CG13759
NM_001258573.2 CG13760
NM_130654.3 CG13760
NM_080245.5 wds
NM_001258574.2 wds
NM_080313.3 egh
NM_166946.2 egh
NM_001297900.1 egh
NM_080314.3 Klp3A
NM_001297901.1 Klp3A
NM_080162.4 Zw10
NM_080029.4 Smyd3
NM_130655.2 eIF3ga
NM_001258575.1 Tsp3A
NM_080315.3 Tsp3A
NM_001297902.1 brv3
NM_130657.3 brv3
NM_130658.3 PI4KIIIalpha
NM_001272262.2 PI4KIIIalpha
NM_057367.5 sgg
NM_166947.3 sgg
NM_206614.3 sgg
NM_166948.4 sgg
NM_206613.3 sgg
NM_057366.5 sgg
NM_206615.2 sgg
NM_134278.3 sgg
NM_001169178.1 sgg
NM_001042794.4 sgg
NM_206612.3 sgg
NM_001169179.1 sgg
NM_206611.2 sgg
NM_001272264.1 sgg
NM_057368.5 sgg
NM_001272263.1 sgg
NM_001103400.2 sgg
NR_123779.1 CR45197
NR_133506.1 CR45197
NM_080316.2 HLH3B
NM_130659.2 CG2652
NR_123780.1 CR44470
NM_001272265.1 per
NM_080317.2 per
NM_130660.2 CG2650
NM_206616.2 CG2658
NM_130661.2 CG2658
NM_130662.3 CG2662
NM_001297903.1 CG2662
NM_001144677.3 Csat
NM_130663.4 Csat
NM_001297904.1 Csat
NM_130664.4 eIF2B-beta
NM_130665.5 CG2680
NM_130666.2 CG2681
NM_130667.4 CG2685
NM_166949.3 CG2694
NM_166950.3 CG2694
NM_130668.4 CG2694
NM_130669.4 CG2701
NM_058146.4 fs(1)Yb
NM_058145.4 fs(1)Ya
NM_130670.2 vilya
NM_057990.4 dwg
NM_001316628.1 ttm50
NM_130671.3 ttm50
NM_130672.3 CG2712
NM_057757.4 crm
NM_166951.2 crm
NM_001272266.1 Syx4
NM_080318.3 Syx4
NR_047747.1 CR43494
NM_001297905.1 CG32795
NM_130673.4 CG32795
NM_206617.2 CG32795
NM_166952.1 CG32795
NM_001258580.1 CG32795
NM_057439.2 w
NM_130674.2 CG12498
NM_130675.2 CG14416
NM_130676.2 CG14417
NM_130678.3 CG14419
NM_001103401.1 CG3526
NM_166954.2 CG3526
NM_166956.4 CG3588
NM_166955.4 CG3588
NM_001031868.3 CG3588
NM_130680.4 CG3588
NM_001272269.1 CG3588
NM_130681.2 CG14424
NM_166957.2 CG32793
NM_130683.2 CG3592
NM_130684.3 CG3598
NM_130685.4 CG14420
NM_130686.2 CG14421
NM_130687.3 CG14422
NM_130688.3 CG14423
NM_130689.2 CG17959
NM_130690.3 CG3603
NM_001272270.1 CG3603
NM_001297906.1 rst
NM_080319.5 rst
NM_001272271.1 CG4116
NM_130691.2 CG4116
NM_001258576.1 kirre
NM_001258577.1 kirre
NM_166958.2 kirre
NM_001297907.1 CG18508
NM_144464.3 CG18508
NM_058134.5 Fcp3C
NM_130692.4 CG3939
NM_001297908.1 CG3939
NM_130694.3 CG14265
NM_057593.4 ng2
NM_080321.1 ng3
NM_057307.2 ng1
NM_057596.4 ng4
NM_057329.4 Pig1
NM_057369.4 Sgs4
NM_001272273.1 dnc
NM_166966.3 dnc
NM_166967.2 dnc
NM_166969.2 dnc
NR_123781.1 CR44886
NM_166970.2 dnc
NM_130698.2 CG10793
NM_080322.3 dnc
NM_166971.2 dnc
NR_133507.1 CR46243
NM_080323.4 Myc
NM_001272275.1 Myc
NM_001272278.1 CG14269
NM_130700.2 CG14269
NM_130701.2 CG16782
NM_001272281.1 CG10801
NM_130702.3 CG10801
NM_001272282.1 CG16781
NM_130703.3 CG16781
NM_166974.1 CG12206
NM_166973.2 CG12206
NM_130704.2 CG12206
NM_001297910.1 CG10804
NM_001144678.2 CG10804
NM_166975.2 CG10804
NM_130705.2 CG10804
NM_001272283.1 CG10802
NM_130706.3 CG10802
NM_130707.2 CG14270
NM_130708.4 CG10803
NM_001272285.2 CG10803
NM_001272284.2 CG10803
NM_001272286.1 CG10803
NM_001272287.1 CG10803
NM_001297911.1 Gas8
NM_001297912.1 Gas8
NM_130709.2 Gas8
NM_001272289.1 DIP-alpha
NM_166976.3 DIP-alpha
NM_130711.3 CG13021
NM_166977.2 CG13021
NR_133508.1 MRE16
NR_047748.1 MRE16
NM_001144679.2 ppk8
NM_001042795.3 ppk8
NM_001272290.1 CG2875
NM_130713.3 CG2875
NM_166981.2 CG2875
NM_166982.2 AstA-R1
NM_079961.4 AstA-R1
NM_130714.2 Ilp7
NM_001169180.1 Mnt
NM_001169183.2 Mnt
NM_166984.3 Mnt
NM_001169181.3 Mnt
NM_001169182.3 Mnt
NM_001258583.2 Mnt
NM_166983.3 Mnt
NM_130715.4 Mnt
NM_001258584.2 Mnt
NM_001297913.1 Mnt
NR_123783.1 CR45102
NM_080324.4 Rala
NM_166986.3 Rala
NM_166985.3 Rala
NM_001169184.2 Tlk
NM_001272292.1 Tlk
NM_001144682.2 Tlk
NM_001144680.3 Tlk
NM_206620.6 Tlk
NM_001272291.1 Tlk
NM_001103403.1 Tlk
NM_001297914.1 Tlk
NM_001144681.3 Tlk
NM_001272293.1 Tlk
NM_001144683.1 Tlk
NR_047749.1 mir-4962
NM_130717.5 Tlk
NM_166988.4 HIP-R
NM_001014719.2 HIP-R
NM_166989.5 HIP-R
NR_073629.1 CR44117
NM_166990.4 Crg-1
NR_073630.1 CR44118
NM_166991.3 fd3F
NM_130722.4 ec
NM_130721.3 CG2901
NM_166992.3 ec
NM_001103407.3 ec
NR_123784.1 roX1
NR_073632.1 roX1
NR_073631.1 roX1
NR_002097.1 roX1
NR_002098.2 roX1
NM_057800.4 yin
NM_166993.2 yin
NM_057799.4 yin
NM_001297915.1 yin
NM_001297917.1 CG2930
NM_176683.3 CG2930
NM_176684.3 CG2930
NM_176682.2 CG2930
NM_001297916.1 CG2930
NM_130724.4 VhaAC39-1
NM_130725.3 CG15239
NM_001272295.1 CG42541
NM_001038740.3 CG42541
NM_001272296.1 CG42541
NM_206622.4 CG42541
NM_130730.2 CG2941
NM_001297919.1 CG2941
NM_166997.2 CG32786
NM_166998.2 CG32783
NM_206625.2 Vap33
NM_130731.3 Vap33
NM_206623.2 Vap33
NM_206624.2 Vap33
NM_080325.4 lva
NM_001297920.1 lva
NM_130732.2 CG6428
NM_001316636.1 CG6414
NR_123785.1 CR45481
NM_130733.2 CG6414
NR_047752.1 CR43298
NR_123786.1 CR45482
NR_133511.1 CR46247
NM_167000.4 CG43689
NM_001272299.2 CG43689
NM_001272298.2 CG43689
NM_001272300.2 CG43689
NM_001272301.2 CG43689
NM_001297921.1 CG43689
NM_001297922.1 CG6379
NM_131920.4 CG6379
NM_131921.3 CG15375
NM_057518.4 Xpac
NM_057553.5 brn
NM_167002.3 cib
NM_167001.3 cib
NM_001297923.1 cib
NM_080326.4 cib
NM_001258587.1 cib
NM_143750.3 Nsun2
NM_001272303.1 dgt4
NM_001272302.1 dgt4
NM_131922.3 dgt4
NM_001272305.1 Tip60
NM_001272304.1 Tip60
NM_131923.4 Tip60
NM_001169187.2 tyf
NM_131924.3 tyf
NM_001169186.2 tyf
NM_001258590.2 tyf
NM_001297924.2 tyf
NM_001258592.2 tyf
NM_001169189.3 tyf
NM_001258591.2 tyf
NM_001169188.3 tyf
NM_001258588.2 tyf
NM_001258589.2 tyf
NM_167003.3 GlcAT-I
NM_001258593.2 CG43288
NM_131925.3 CG15571
NM_131926.2 CG15570
NM_080328.4 Femcoat
NM_001297927.1 Muc4B
NM_167006.3 Muc4B
NM_001258594.1 CG43134
NM_001258595.1 CG43134
NM_001258596.1 CG43135
NM_131928.2 CG15576
NM_131929.2 CG12691
NM_131930.2 CG15572
NR_123787.1 CR45483
NM_144256.2 CG15577
NM_144257.2 CG15578
NM_001297928.1 CG12692
NM_131931.2 CG12692
NM_001297929.1 CG15579
NM_144258.2 CG15579
NR_123788.2 CR44957
NR_133512.1 CR44957
NR_133513.1 CR46156
NM_001297930.1 mei-9
NM_080329.3 mei-9
NM_167007.3 CG2982
NM_131932.4 CG2982
NM_080242.4 mRpL33
NM_131933.2 CG12693
NM_001014721.3 norpA
NM_080330.4 norpA
NR_047753.1 mir-982
NR_047755.1 mir-303
NM_131934.2 CG3626
NR_047757.1 mir-983-1
NR_047759.1 mir-983-2
NR_047761.1 mir-984
NR_047763.1 CR43614
NR_133514.1 CR45484
NR_123789.2 CR45484
NM_001258597.2 CG12688
NR_123791.1 CR32773
NM_131936.3 CG3556
NM_001258600.2 CG3556
NM_080332.4 rb
NM_001272310.1 rb
NM_001169193.2 rb
NM_131937.4 CHOp24
NM_001297933.1 CHOp24
NM_131938.2 CG3568
NM_167010.3 Usf
NM_131939.6 Usf
NM_131940.2 CG15912
NM_131941.4 CG11436
NM_131942.3 CG3527
NM_131943.5 CG11444
NM_001297934.1 CG11444
NM_131944.2 CG3546
NM_131945.2 CG12684
NM_057326.5 peb
NM_001014722.2 peb
NM_001297935.1 CG12184
NM_001272311.1 CG12184
NM_131946.3 CG12184
NM_167011.4 CG12179
NM_131947.4 CG12179
NM_080333.3 pon
NM_131948.2 CG3081
NM_001297936.1 CG3081
NM_131949.3 CG3062
NM_001272314.1 HLH4C
NM_057641.3 HLH4C
NM_080334.4 mRpL30
NM_131950.4 Torsin
NM_001297937.1 Torsin
NM_167012.3 Cbp80
NM_080011.3 Cbp80
NM_131951.2 CG15473
NM_131952.3 CG3009
NM_001169195.2 CG3009
NM_001169194.2 CG3009
NM_167013.2 rap
NM_080113.3 rap
NM_001297938.1 Pp2C1
NM_080335.3 Pp2C1
NM_167014.3 ctp
NM_080336.5 ctp
NM_001258601.3 ctp
NM_167015.3 ctp
NM_167018.2 l(1)G0334
NM_131953.5 l(1)G0334
NM_167019.2 l(1)G0334
NM_167017.3 l(1)G0334
NM_131954.1 CG7024
NM_131956.3 CG15472
NM_131957.2 Klf15
NR_123792.1 CR45515
NM_131958.2 CG2871
NM_001144684.2 CG15471
NM_131959.3 CG15471
NM_131960.2 CG6978
NM_001272317.1 CG2861
NM_131961.2 CG2861
NM_001272316.1 CG2861
NM_167021.2 CG2861
NR_123793.1 CR45516
NM_131962.2 CG12682
NR_047764.1 CR43495
NM_131963.2 boil
NM_131966.2 CG6927
NM_131968.5 CG32772
NM_001297941.1 CG32772
NM_001103409.2 CG32772
NM_001297942.1 CG32772
NM_131969.5 CG4041
NM_131970.1 CG6903
NM_001297943.1 CG6903
NM_001297944.1 CG44774
NM_001297945.1 CG44774
NM_001272318.2 CG44774
NM_131971.4 CG44774
NM_001103412.2 CG44774
NM_001103411.3 CG44774
NM_001272319.1 CG44774
NM_206627.3 CG44774
NM_001103410.3 CG44774
NM_167024.3 Ptp4E
NM_001297946.1 Ptp4E
NM_001169200.2 Ptp4E
NM_080337.3 Ptp4E
NM_001169198.2 Ptp4E
NM_001169201.2 Ptp4E
NM_001169199.2 Ptp4E
NM_131972.2 CG15468
NR_133515.1 CR45792
NM_131973.3 CG12680
NM_001297947.1 CG12680
NM_167026.4 ovo
NM_001169202.2 ovo
NM_167027.4 ovo
NM_001038742.3 ovo
NM_080338.5 ovo
NM_001272321.1 CG32767
NM_131975.5 CG32767
NM_001169204.2 CG32767
NM_001272320.1 CG32767
NM_206628.2 CG32767
NM_001169203.2 CG32767
NM_131977.2 Rpn13R
NM_131979.2 CG5062
NR_123795.1 CR44834
NM_131981.3 CG42749
NM_001201616.2 CG42749
NM_001297951.1 CG42749
NM_131982.3 CG3323
NM_131983.2 CG17764
NM_078489.3 Cdk7
NM_078490.4 snf
NM_131984.1 TrxT
NM_001297952.1 TrxT
NM_001297953.1 dhd
NM_078491.3 dhd
NM_001297954.1 CG4198
NM_131985.3 CG4198
NM_131986.2 CG15930
NM_131987.4 Sas10
NM_001103413.3 Rnp4F
NM_078492.4 Rnp4F
NM_206630.3 Rnp4F
NM_001103414.3 Rnp4F
NM_001297955.1 Mcm3
NM_078493.4 Mcm3
